Group ID,Query
1005,"Is 50,000 IU of Vitamin D safe for me and my baby, and could it cause flatulence? I am pregnant, so I take this to ensure that the baby has healthy bones. I take this dose once per week on the advice of my doctor. My sister told me that I'm getting too much and it could be harmful to the baby, but her source is unreliable. She also read that the baby may be born with defects such as a cleft palate or spina bifida if I take too much vitamin D while pregnant. My OB/GYN says it is safe and she wouldn't recommend it if it wasn't, but she doesn't seem 100% certain either. Lately I've been noticing more flatulence than usual and am wondering if this is related to the vitamin D. It is embarrassing and I would like to avoid this if possible. Is this a normal side effect of vitamin D? Should I continue taking this dosage or decrease it?"
1006,What are the problems with taking Ibuprofen 600mg twice a day?
1006,Can 2000mg a day of Ibuprofen over 3 days cause problems with the kidneys?
1007,Does Paget's disease always require surgery?
1007,What are the treatments for Paget's disease?
1007,Does Paget's disease always involve the breast?
1007,Is Paget's disease always in the bone?
1007,What causes Paget's disease?
1007,Is Paget\'s disease always cancer?
1007,Is Paget disease of bone life threatening?
1008,I read online that Paget's disease is caused by an imbalance in the gut microbiome and that if you eat a diet high in probiotics and prebiotics that it can reverse the effects of Paget's disease. Is this true?
1009,What are the symptoms of Paget's disease?
1009,What are the symptoms of extramammary Paget's disease?
1010,Is Paget's disease caused by a lack of Vitamin D?
1010,Is Paget's disease always caused by too much Vitamin D?
